,model,choosed num,nc 0.75_corr,nc 0.75_p,kmnc 10_corr,kmnc 10_p,snac NONE_corr,snac NONE_p,nbc NONE_corr,nbc NONE_p,tknc 1_corr,tknc 1_p,dsa 10_corr,dsa 10_p,dsa 1000_corr,dsa 1000_p,lsa 10_corr,lsa 10_p,lsa 1000_corr,lsa 1000_p,idc 6_corr,idc 6_p,idc 8_corr,idc 8_p
10,leNet_1,550,nan,nan,0.19741779487170438,0.0005838499095945684,nan,nan,nan,nan,0.18114736485536811,0.0016295154434109,0.2709361595435855,1.9117614888019277e-06,0.2250999987137459,8.38348507962954e-05,0.31543176296550784,2.3528600858579515e-08,0.10115217531237071,0.08025956685741306,nan,nan,nan,nan
11,leNet_1,600,nan,nan,0.08070245512463363,0.163242958933567,nan,nan,nan,nan,0.01770018602258357,0.7601222316294012,0.22664828611588858,7.465491562859074e-05,0.14042087430880174,0.014929722891978059,0.3747875999057954,1.938421634892469e-11,0.12866762046110666,0.0258434560103475,nan,nan,nan,nan
12,leNet_1,650,nan,nan,-0.05695757175674176,0.3255021142200019,nan,nan,nan,nan,-0.13252836046295258,0.021675174551857808,0.24636168223606159,1.5888065721135007e-05,0.11971911756637252,0.03822829667398449,0.39592263520863896,1.0629727225569568e-12,0.06748922482187196,0.24385838929443882,nan,nan,nan,nan
13,leNet_1,700,nan,nan,0.1830947138941183,0.0014474346868481828,nan,nan,nan,nan,-0.10630559199432654,0.06594551353211152,0.2227615659192572,9.973272469353057e-05,0.1755652913426202,0.0022737930843423986,0.32847275771014073,5.6072674182993265e-09,0.12849495263070393,0.026044984057219774,nan,nan,nan,nan
14,leNet_1,750,nan,nan,-0.22345190832153722,9.47668848072584e-05,nan,nan,nan,nan,0.021669442581391894,0.7085510438964946,0.2840539174089225,5.648982484950774e-07,0.12345199218736166,0.032556726849781406,0.21020784090586114,0.00024564380764687297,0.04976081672978926,0.3904416445698375,nan,nan,nan,nan
15,leNet_1,800,nan,nan,-0.0541326392404469,0.3501100233436017,nan,nan,nan,nan,0.1479631774760439,0.010280796479812086,0.2041023189399922,0.0003737995367739378,0.125847119828302,0.029308819409210124,0.14601496507863684,0.011338801683682929,0.10642600200501753,0.06563789806865658,nan,nan,nan,nan
16,leNet_1,850,nan,nan,0.3459105951929251,7.392305825439634e-10,nan,nan,nan,nan,0.11016874523802789,0.05664783835387459,0.18733571211894276,0.0011136760960201938,0.09580114698637007,0.09767954315528833,0.20072434711115542,0.0004691149593701416,0.003716169247403062,0.948892629416008,nan,nan,nan,nan
17,leNet_1,900,nan,nan,0.15377412535765392,0.007625543163847165,nan,nan,nan,nan,-0.31481470018178676,2.513835383354348e-08,0.13114190422276673,0.02309969896635609,0.1630081017013066,0.004646766026974551,0.20006947833708402,0.0004900255512383416,0.22250529400668748,0.00010163759277354794,nan,nan,nan,nan
18,leNet_1,950,nan,nan,0.3514031738463751,3.803055680836194e-10,nan,nan,nan,nan,-0.04633009095837317,0.42397728392093387,0.17278844771781718,0.0026741319900497216,0.05750947560639157,0.3208284702509181,0.39473661881496475,1.2580410044914008e-12,0.12802784643828216,0.026596951141572754,nan,nan,nan,nan
19,leNet_4,50,-0.03594604628356851,0.5351227712312041,-0.09763473564982679,0.0913999537539294,0.7058738128881493,1.5342756699930302e-46,0.5510608857071491,3.159632563915892e-25,-0.05912232785680744,0.3074217936748736,0.45696121679022644,6.963254288862402e-17,0.14674529565778302,0.010931414160812674,0.39423162991830024,1.3513320085283266e-12,0.07646932625879013,0.18653700548713992,0.0918958333643689,0.1121958168332477,0.0918958333643689,0.1121958168332477
20,leNet_4,100,0.1891820962670432,0.000991826003416344,0.03511776518248006,0.5445777171941322,0.5443006181332535,1.5466339651252795e-24,0.489911636789802,1.621673785537915e-19,0.0631829922254425,0.27532427187673764,0.5282396150825844,5.847879724666095e-23,0.15452148107117236,0.00733278778606726,0.35296473323533634,3.140846987101726e-10,0.10137764788375603,0.07958464095730566,0.02421618793022055,0.6761321513999832,0.02421618793022055,0.6761321513999832
21,leNet_4,150,0.1449092843421634,0.011981094163904518,0.1367380378042675,0.017806105142996947,0.4939283541956973,7.398633756420959e-20,0.3524779172368432,3.334245831231859e-10,-0.04385882524325044,0.449139681980243,0.5366247310631768,8.992647900382385e-24,0.10076305518005212,0.08143522934655592,0.2908887301558943,2.918493648801503e-07,0.16820813277295926,0.0034763931185452664,0.07350602052679353,0.2042397380276038,0.07350602052679353,0.2042397380276038
22,leNet_4,200,0.146545988503011,0.011041285896471699,0.02623686189796385,0.6508248549019873,0.4833745181031807,5.690194433004897e-19,0.3217349498822773,1.1864572438233438e-08,0.1442782582900427,0.012361864441906312,0.5589635388734242,4.712071164946093e-26,0.19134806468569762,0.0008645903560674669,0.3365006853482086,2.24098681082513e-09,0.06737340328218056,0.24467037206260087,-0.03034286216590287,0.6006400379327219,-0.03034286216590287,0.6006400379327219
